"GEO_ID","NAME","S1901_C01_001E","S1901_C01_001M","S1901_C01_002E","S1901_C01_002M","S1901_C01_003E","S1901_C01_003M","S1901_C01_004E","S1901_C01_004M","S1901_C01_005E","S1901_C01_005M","S1901_C01_006E","S1901_C01_006M","S1901_C01_007E","S1901_C01_007M","S1901_C01_008E","S1901_C01_008M","S1901_C01_009E","S1901_C01_009M","S1901_C01_010E","S1901_C01_010M","S1901_C01_011E","S1901_C01_011M","S1901_C01_012E","S1901_C01_012M","S1901_C01_013E","S1901_C01_013M","S1901_C01_014E","S1901_C01_014M","S1901_C01_015E","S1901_C01_015M","S1901_C01_016E","S1901_C01_016M","S1901_C02_001E","S1901_C02_001M","S1901_C02_002E","S1901_C02_002M","S1901_C02_003E","S1901_C02_003M","S1901_C02_004E","S1901_C02_004M","S1901_C02_005E","S1901_C02_005M","S1901_C02_006E","S1901_C02_006M","S1901_C02_007E","S1901_C02_007M","S1901_C02_008E","S1901_C02_008M","S1901_C02_009E","S1901_C02_009M","S1901_C02_010E","S1901_C02_010M","S1901_C02_011E","S1901_C02_011M","S1901_C02_012E","S1901_C02_012M","S1901_C02_013E","S1901_C02_013M","S1901_C02_014E","S1901_C02_014M","S1901_C02_015E","S1901_C02_015M","S1901_C02_016E","S1901_C02_016M","S1901_C03_001E","S1901_C03_001M","S1901_C03_002E","S1901_C03_002M","S1901_C03_003E","S1901_C03_003M","S1901_C03_004E","S1901_C03_004M","S1901_C03_005E","S1901_C03_005M","S1901_C03_006E","S1901_C03_006M","S1901_C03_007E","S1901_C03_007M","S1901_C03_008E","S1901_C03_008M","S1901_C03_009E","S1901_C03_009M","S1901_C03_010E","S1901_C03_010M","S1901_C03_011E","S1901_C03_011M","S1901_C03_012E","S1901_C03_012M","S1901_C03_013E","S1901_C03_013M","S1901_C03_014E","S1901_C03_014M","S1901_C03_015E","S1901_C03_015M","S1901_C03_016E","S1901_C03_016M","S1901_C04_001E","S1901_C04_001M","S1901_C04_002E","S1901_C04_002M","S1901_C04_003E","S1901_C04_003M","S1901_C04_004E","S1901_C04_004M","S1901_C04_005E","S1901_C04_005M","S1901_C04_006E","S1901_C04_006M","S1901_C04_007E","S1901_C04_007M","S1901_C04_008E","S1901_C04_008M","S1901_C04_009E","S1901_C04_009M","S1901_C04_010E","S1901_C04_010M","S1901_C04_011E","S1901_C04_011M","S1901_C04_012E","S1901_C04_012M","S1901_C04_013E","S1901_C04_013M","S1901_C04_014E","S1901_C04_014M","S1901_C04_015E","S1901_C04_015M","S1901_C04_016E","S1901_C04_016M"
"8600000US32347","ZCTA5 32347","2950","270","4.4","2.5","3.2","2.4","14.9","6.9","14.0","4.4","14.0","4.9","21.5","6.4","15.8","5.6","8.8","3.6","3.0","2.5","0.5","0.7","49397","10034","58231","5568","26.8","(X)","(X)","(X)","(X)","(X)","2096","256","5.0","3.4","3.5","2.9","2.1","2.2","17.4","6.1","11.9","5.1","24.4","6.2","19.4","6.4","11.5","5.2","4.2","3.4","0.7","1.0","59082","8866","66711","7508","(X)","(X)","25.2","(X)","(X)","(X)","1738","237","2.1","2.3","1.4","1.6","2.1","2.4","17.2","6.9","13.4","6.2","26.0","6.7","21.2","7.0","10.8","5.9","5.1","4.1","0.8","1.2","62601","9188","N","N","(X)","(X)","(X)","(X)","(X)","(X)","854","253","7.1","5.4","1.5","2.0","43.2","17.2","20.4","12.4","15.3","11.5","3.2","4.4","6.9","7.7","2.3","3.0","0.0","4.9","0.0","4.9","24494","4082","32114","6502","(X)","(X)","(X)","(X)","22.4","(X)"
"8600000US32348","ZCTA5 32348","3755","256","10.5","4.2","7.5","3.7","18.4","5.8","12.8","4.4","13.8","4.6","19.6","5.6","7.4","2.7","8.2","3.5","0.5","1.1","1.3","1.2","36425","8164","47077","4969","36.5","(X)","(X)","(X)","(X)","(X)","2580","263","5.9","4.1","6.0","4.7","10.0","5.6","12.1","5.1","16.9","6.7","25.9","8.3","9.5","3.6","11.5","4.9","0.7","1.5","1.3","1.3","48750","7177","56233","6010","(X)","(X)","36.2","(X)","(X)","(X)","1615","261","1.1","1.7","2.6","2.6","8.2","5.5","8.2","5.6","19.9","8.3","27.5","9.9","10.9","5.1","18.4","7.8","1.1","2.5","2.1","2.0","55175","7783","N","N","(X)","(X)","(X)","(X)","(X)","(X)","1175","232","20.9","10.7","15.0","9.0","32.5","11.0","14.2","8.0","8.3","5.7","5.6","5.8","1.4","2.3","1.0","1.7","0.0","3.5","1.2","2.1","19438","4281","26041","5881","(X)","(X)","(X)","(X)","37.1","(X)"
"8600000US32350","ZCTA5 32350","629","143","7.6","6.2","5.4","4.9","15.1","8.1","13.2","9.1","25.0","14.7","7.8","6.6","12.4","6.9","10.3","8.5","0.0","6.5","3.2","3.0","39255","11264","55263","10897","42.1","(X)","(X)","(X)","(X)","(X)","319","88","2.5","4.2","3.1","6.2","9.7","10.7","11.6","11.6","24.1","14.5","3.8","4.1","20.1","13.2","18.8","14.4","0.0","12.5","6.3","5.7","49539","44637","73585","17916","(X)","(X)","38.2","(X)","(X)","(X)","278","89","0.0","14.1","3.6","7.1","11.2","12.3","13.3","13.3","15.8","13.8","4.3","4.6","23.0","15.3","21.6","16.1","0.0","14.1","7.2","6.6","82981","48159","N","N","(X)","(X)","(X)","(X)","(X)","(X)","310","110","12.9","12.2","7.7","8.4","20.6","13.0","14.8","14.0","30.3","24.0","11.9","12.5","0.0","12.8","1.6","4.5","0.0","12.8","0.0","12.8","32250","13342","33757","9144","(X)","(X)","(X)","(X)","46.1","(X)"
"8600000US32351","ZCTA5 32351","6245","435","13.1","3.1","4.1","1.8","13.3","3.5","15.3","3.8","19.4","3.6","17.4","3.8","7.5","2.0","6.5","2.2","2.0","1.1","1.3","0.7","37467","2749","49302","4148","50.2","(X)","(X)","(X)","(X)","(X)","4210","354","12.3","4.0","3.1","1.9","10.8","4.2","13.7","4.8","18.9","5.0","18.4","4.3","9.4","2.6","8.8","3.0","2.8","1.6","1.7","1.1","41367","4147","56025","5672","(X)","(X)","54.7","(X)","(X)","(X)","2212","285","2.4","3.6","1.1","1.8","4.6","2.6","11.6","5.3","18.4","6.6","24.8","6.4","14.8","4.3","14.2","5.1","4.9","2.9","3.2","2.1","61726","6673","N","N","(X)","(X)","(X)","(X)","(X)","(X)","2035","315","15.8","6.4","6.0","3.9","19.0","6.1","17.4","6.9","24.2","5.9","11.2","6.1","4.1","2.8","1.3","1.6","0.3","0.6","0.6","0.9","29419","5253","33830","4554","(X)","(X)","(X)","(X)","39.3","(X)"
"8600000US32352","ZCTA5 32352","2380","289","9.8","5.7","3.9","3.5","15.3","7.8","11.3","5.2","16.6","6.4","24.4","7.4","4.2","3.7","6.1","4.0","6.7","2.7","1.7","2.1","47019","7596","56617","7291","46.1","(X)","(X)","(X)","(X)","(X)","1609","299","1.1","1.7","4.2","4.7","5.8","5.7","9.4","5.3","22.8","8.5","29.0","11.2","6.3","5.5","8.9","5.7","9.9","4.0","2.5","3.1","56404","15596","72535","9215","(X)","(X)","51.8","(X)","(X)","(X)","1193","260","1.0","1.6","1.6","2.8","5.4","6.4","4.1","4.0","16.0","8.4","39.1","14.2","7.7","7.5","8.3","6.6","13.4","5.3","3.4","4.3","68137","3135","N","N","(X)","(X)","(X)","(X)","(X)","(X)","771","234","28.0","14.0","3.2","4.5","35.0","18.1","15.3","10.2","3.8","4.9","14.7","11.1","0.0","5.4","0.0","5.4","0.0","5.4","0.0","5.4","19028","3122","23184","5316","(X)","(X)","(X)","(X)","34.2","(X)"
"8600000US32355","ZCTA5 32355","124","49","28.2","17.7","0.8","2.4","17.7","13.8","1.6","2.6","20.2","13.2","12.1","10.6","7.3","7.9","8.9","9.6","3.2","4.4","0.0","28.3","35833","24461","44501","13717","43.5","(X)","(X)","(X)","(X)","(X)","73","32","31.5","23.8","0.0","39.7","6.8","11.6","0.0","39.7","8.2","9.9","20.5","17.1","12.3","13.1","17.8","15.6","2.7","5.4","0.0","39.7","62750","45086","56363","21414","(X)","(X)","50.7","(X)","(X)","(X)","53","25","9.4","17.0","0.0","46.6","9.4","14.6","0.0","46.6","11.3","14.0","28.3","21.7","17.0","17.3","20.8","20.3","3.8","7.4","0.0","46.6","66458","26294","N","N","(X)","(X)","(X)","(X)","(X)","(X)","51","33","23.5","23.9","2.0","5.9","33.3","27.6","3.9","6.6","37.3","26.4","0.0","47.5","0.0","47.5","0.0","47.5","0.0","47.5","0.0","47.5","23125","13650","24157","7526","(X)","(X)","(X)","(X)","33.3","(X)"
"8600000US32356","ZCTA5 32356","0","14","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","(X)","(X)","(X)","(X)","(X)","0","14","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","(X)","(X)","-","(X)","(X)","(X)","0","14","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","(X)","(X)","(X)","(X)","(X)","(X)","0","14","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","(X)","(X)","(X)","(X)","-","(X)"
"8600000US32358","ZCTA5 32358","851","170","2.4","2.4","4.0","4.4","11.4","8.1","12.1","6.5","12.7","7.3","24.1","9.5","14.6","8.2","9.9","7.0","5.2","5.4","3.8","3.6","54797","10129","68477","11645","41.4","(X)","(X)","(X)","(X)","(X)","552","137","0.5","0.9","5.8","6.6","11.6","12.0","12.0","8.9","9.4","6.9","24.8","10.3","12.0","9.0","14.9","11.2","8.0","8.3","1.1","1.2","60950","9418","70672","13164","(X)","(X)","36.2","(X)","(X)","(X)","381","119","0.0","10.5","4.2","7.0","12.1","16.6","1.6","2.0","8.7","7.8","22.0","11.8","17.3","13.3","21.0","16.0","11.5","11.9","1.6","1.7","78125","34488","N","N","(X)","(X)","(X)","(X)","(X)","(X)","299","106","5.7","6.6","0.7","1.7","11.0","7.5","12.4","9.4","18.7","16.1","31.1","18.9","11.0","11.7","0.7","1.1","0.0","13.2","8.7","9.4","50625","20499","61892","19218","(X)","(X)","(X)","(X)","50.8","(X)"
"8600000US32359","ZCTA5 32359","704","196","3.8","6.1","14.3","12.4","18.3","10.4","14.6","10.0","15.5","9.9","27.1","14.9","1.1","1.9","1.8","2.8","0.0","5.9","3.3","5.1","33667","16096","44395","11162","22.6","(X)","(X)","(X)","(X)","(X)","505","189","0.0","8.1","11.5","15.7","16.4","11.8","14.1","12.8","16.2","13.0","33.1","19.3","1.6","2.7","2.6","3.9","0.0","8.1","4.6","7.0","42470","20429","51333","15291","(X)","(X)","26.1","(X)","(X)","(X)","437","174","0.0","9.3","13.3","18.0","19.0","13.7","16.2","14.4","12.6","11.7","34.1","20.7","1.8","3.2","3.0","4.6","0.0","9.3","0.0","9.3","40396","25920","N","N","(X)","(X)","(X)","(X)","(X)","(X)","199","102","13.6","20.2","21.6","21.0","23.1","23.0","16.1","17.4","13.6","14.5","12.1","20.5","0.0","19.1","0.0","19.1","0.0","19.1","0.0","19.1","21603","11916","26789","8196","(X)","(X)","(X)","(X)","13.6","(X)"
"8600000US32361","ZCTA5 32361","161","77","0.0","22.9","0.0","22.9","8.1","11.8","21.1","23.3","0.0","22.9","32.3","27.9","32.3","31.0","6.2","10.3","0.0","22.9","0.0","22.9","58458","32979","65349","19559","15.5","(X)","(X)","(X)","(X)","(X)","123","77","0.0","28.5","0.0","28.5","10.6","16.2","27.6","28.2","0.0","28.5","42.3","30.6","19.5","21.7","0.0","28.5","0.0","28.5","0.0","28.5","56648","30691","51024","12581","(X)","(X)","12.2","(X)","(X)","(X)","104","72","0.0","32.2","0.0","32.2","12.5","19.0","14.4","24.0","0.0","32.2","50.0","31.7","23.1","26.1","0.0","32.2","0.0","32.2","0.0","32.2","57667","6343","N","N","(X)","(X)","(X)","(X)","(X)","(X)","38","48","0.0","55.0","0.0","55.0","0.0","55.0","0.0","55.0","0.0","55.0","0.0","55.0","73.7","53.7","26.3","53.7","0.0","55.0","0.0","55.0","-","**","N","N","(X)","(X)","(X)","(X)","26.3","(X)"
"8600000US32399","ZCTA5 32399","0","14","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","(X)","(X)","(X)","(X)","(X)","0","14","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","(X)","(X)","-","(X)","(X)","(X)","0","14","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","(X)","(X)","(X)","(X)","(X)","(X)","0","14","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","(X)","(X)","(X)","(X)","-","(X)"
"8600000US32401","ZCTA5 32401","9333","480","9.1","2.2","6.3","1.6","15.3","2.3","14.1","2.6","20.1","3.3","14.8","2.6","10.2","2.3","6.2","1.5","1.5","0.7","2.4","0.9","39447","4365","53936","3817","42.4","(X)","(X)","(X)","(X)","(X)","5001","348","7.5","2.5","2.9","1.4","12.6","2.7","12.0","2.8","19.4","3.9","16.9","3.0","13.0","3.5","8.9","2.5","2.8","1.4","4.0","1.7","47665","3121","65240","5856","(X)","(X)","45.7","(X)","(X)","(X)","2450","251","3.9","2.7","1.3","1.3","8.9","4.0","8.4","3.6","12.8","4.1","20.6","4.7","15.9","4.1","16.3","4.6","5.8","2.8","6.1","2.6","64429","10120","N","N","(X)","(X)","(X)","(X)","(X)","(X)","4332","400","13.3","4.1","11.0","3.0","17.9","4.2","17.7","4.4","19.9","5.2","10.9","3.3","5.6","2.8","3.2","1.9","0.0","1.0","0.5","0.5","30014","3855","37561","4459","(X)","(X)","(X)","(X)","38.6","(X)"
"8600000US32403","ZCTA5 32403","641","84","1.9","2.3","0.5","1.0","0.0","6.4","8.6","5.3","23.1","8.9","28.7","8.0","14.2","6.4","20.9","7.9","0.9","1.3","1.2","1.8","64132","7574","72679","5800","48.4","(X)","(X)","(X)","(X)","(X)","597","81","2.0","2.5","0.5","1.0","0.0","6.9","8.0","5.4","21.3","9.1","30.8","8.5","15.2","6.8","19.8","8.2","1.0","1.4","1.3","2.0","64549","7489","73053","6027","(X)","(X)","49.7","(X)","(X)","(X)","563","79","1.6","2.6","0.5","1.1","0.0","7.3","8.5","5.7","18.7","8.7","31.1","8.9","16.2","7.1","21.0","8.7","1.1","1.4","1.4","2.1","66544","9262","N","N","(X)","(X)","(X)","(X)","(X)","(X)","44","27","0.0","51.1","0.0","51.1","0.0","51.1","15.9","23.6","47.7","29.7","0.0","51.1","0.0","51.1","36.4","31.4","0.0","51.1","0.0","51.1","-","**","67602","22917","(X)","(X)","(X)","(X)","29.5","(X)"
"8600000US32404","ZCTA5 32404","14263","603","6.9","1.5","4.4","1.5","8.2","1.8","9.9","2.0","16.3","2.1","20.8","2.4","13.8","2.3","12.6","2.3","4.7","1.3","2.3","1.0","53662","2605","69822","4760","42.8","(X)","(X)","(X)","(X)","(X)","9766","513","5.0","1.8","2.6","1.3","6.1","2.0","6.1","1.7","14.7","2.5","22.7","2.9","17.7","3.1","16.1","3.2","6.0","1.7","3.0","1.3","67955","5469","78589","5423","(X)","(X)","42.9","(X)","(X)","(X)","7123","490","1.8","1.1","1.0","0.6","4.5","1.7","4.6","1.8","13.2","3.0","23.2","3.6","20.7","3.6","19.4","4.2","7.5","2.1","4.1","1.8","76089","3090","90257","6838","(X)","(X)","(X)","(X)","(X)","(X)","4497","451","12.4","3.2","8.2","3.6","14.5","4.4","18.0","4.2","20.4","5.0","15.1","4.4","4.3","1.9","4.9","2.3","1.7","1.3","0.5","0.6","32482","4188","47810","10742","(X)","(X)","(X)","(X)","42.0","(X)"
"8600000US32405","ZCTA5 32405","12846","537","7.4","1.9","7.4","2.2","10.8","1.9","9.9","1.9","13.7","2.3","16.4","2.3","15.8","2.9","11.6","2.1","4.2","1.3","2.8","1.0","50749","3693","66558","3838","37.0","(X)","(X)","(X)","(X)","(X)","7979","428","4.6","1.7","3.0","1.8","9.3","2.2","10.0","2.4","13.1","2.9","16.5","3.0","18.4","3.7","14.8","2.8","6.2","2.1","3.9","1.4","64405","3905","78588","4740","(X)","(X)","37.3","(X)","(X)","(X)","5255","393","1.9","1.1","1.4","1.0","5.2","2.0","8.0","2.9","9.9","3.2","18.8","3.6","19.2","4.9","20.8","3.7","9.0","3.1","5.8","2.2","80813","8541","96132","7157","(X)","(X)","(X)","(X)","(X)","(X)","4867","473","12.9","4.1","14.6","4.4","15.8","4.5","10.5","2.8","14.8","3.7","13.6","3.4","11.6","3.7","4.8","2.2","0.7","0.6","0.9","0.8","32170","5301","44163","5709","(X)","(X)","(X)","(X)","36.1","(X)"
"8600000US32407","ZCTA5 32407","4760","331","3.1","1.9","4.6","2.2","9.4","3.1","9.2","2.7","8.1","2.2","26.2","4.2","13.8","3.5","15.0","4.0","7.6","2.5","3.1","1.3","63022","2630","76228","4083","38.0","(X)","(X)","(X)","(X)","(X)","2726","250","1.1","0.9","1.3","1.0","5.3","2.4","7.7","3.4","7.0","2.4","27.4","5.5","19.2","5.9","16.4","5.1","10.9","3.6","3.5","1.5","75135","8274","89037","5353","(X)","(X)","40.4","(X)","(X)","(X)","2073","236","0.6","0.7","1.0","1.0","1.3","1.5","6.1","3.3","5.6","2.4","28.1","6.5","17.9","5.0","20.5","6.2","14.3","4.6","4.6","2.0","86047","6901","N","N","(X)","(X)","(X)","(X)","(X)","(X)","2034","266","6.0","4.4","8.8","4.9","16.3","5.8","12.4","5.4","10.7","4.3","23.0","6.0","5.0","2.6","12.1","5.8","3.2","2.0","2.5","2.1","43036","13091","56485","7020","(X)","(X)","(X)","(X)","34.1","(X)"
"8600000US32408","ZCTA5 32408","7970","396","5.4","2.2","5.0","1.7","7.9","2.5","9.1","2.3","15.2","2.7","17.6","2.9","14.4","3.1","14.6","2.7","4.3","1.3","6.5","2.1","57643","6114","84079","7100","40.0","(X)","(X)","(X)","(X)","(X)","4619","310","3.8","2.8","3.2","2.6","5.8","2.5","8.9","3.2","10.1","2.5","16.4","3.5","15.7","3.9","19.4","3.8","6.1","2.0","10.7","3.5","79016","8137","107133","12745","(X)","(X)","40.1","(X)","(X)","(X)","3571","317","2.2","2.4","1.8","1.4","3.7","1.9","6.9","3.2","8.3","2.7","16.0","3.5","18.1","4.7","24.1","4.9","7.9","2.5","11.1","3.6","90762","11349","N","N","(X)","(X)","(X)","(X)","(X)","(X)","3351","423","7.7","4.1","7.3","3.0","12.4","4.5","11.6","3.7","23.9","5.8","17.5","4.5","10.6","4.2","6.4","2.9","1.8","1.1","0.8","0.8","42578","5897","49525","3885","(X)","(X)","(X)","(X)","39.6","(X)"
"8600000US32409","ZCTA5 32409","3743","275","5.7","2.4","4.1","2.0","12.0","4.3","8.9","4.0","10.8","3.2","19.9","5.5","16.5","4.2","15.8","4.4","4.1","2.5","2.1","1.4","60269","6547","72005","8099","35.2","(X)","(X)","(X)","(X)","(X)","2741","243","1.3","1.3","3.8","2.7","6.2","4.0","7.3","3.6","10.8","3.8","20.5","5.9","21.5","5.5","19.9","5.6","5.6","3.3","2.9","2.0","74970","8551","85871","10435","(X)","(X)","31.9","(X)","(X)","(X)","2242","228","1.2","1.4","2.2","2.4","1.4","1.7","5.7","3.7","12.8","4.4","22.7","7.1","24.0","6.4","20.1","6.0","6.9","4.0","3.1","2.2","76575","4612","N","N","(X)","(X)","(X)","(X)","(X)","(X)","1002","182","17.8","7.8","6.4","6.0","31.7","11.4","13.3","10.3","5.4","4.9","18.7","9.4","2.9","3.5","3.9","3.9","0.0","4.1","0.0","4.1","21887","5801","32053","6419","(X)","(X)","(X)","(X)","41.2","(X)"
"8600000US32410","ZCTA5 32410","499","71","2.0","2.2","1.4","1.8","7.4","5.3","10.8","4.9","17.8","6.4","23.4","5.8","18.2","7.7","13.4","6.8","2.0","1.5","3.4","3.3","63523","17875","70876","8506","42.7","(X)","(X)","(X)","(X)","(X)","323","61","2.2","3.2","1.2","2.0","7.1","5.4","4.3","3.5","10.2","7.1","26.6","8.3","26.0","11.5","17.3","9.4","2.2","2.2","2.8","3.6","73750","8252","78860","10353","(X)","(X)","42.1","(X)","(X)","(X)","289","60","0.0","13.6","1.4","2.2","6.6","6.1","3.5","2.9","11.4","7.9","23.2","8.6","29.1","12.3","19.4","10.8","2.4","2.4","3.1","3.9","78259","6833","N","N","(X)","(X)","(X)","(X)","(X)","(X)","176","53","1.7","2.9","1.7","3.0","10.2","10.2","22.7","11.1","29.5","12.8","17.6","8.4","4.0","4.4","6.3","5.6","1.7","2.2","4.5","5.5","43214","6140","55520","11828","(X)","(X)","(X)","(X)","43.8","(X)"
"8600000US32413","ZCTA5 32413","6554","375","2.9","1.3","1.4","0.9","8.8","2.6","6.5","1.6","16.6","3.1","18.7","3.4","12.1","2.8","17.9","3.7","7.5","2.2","7.6","1.8","67103","5726","92416","9412","36.5","(X)","(X)","(X)","(X)","(X)","4316","302","1.9","1.4","0.4","0.5","6.9","3.3","3.6","1.6","14.9","3.4","19.9","4.7","11.5","3.1","22.4","5.0","10.0","3.1","8.7","2.3","77177","10278","106359","13226","(X)","(X)","35.9","(X)","(X)","(X)","3603","345","1.2","1.1","0.5","0.6","5.7","3.6","1.7","1.1","12.5","3.9","19.8","5.0","13.5","3.5","23.8","4.9","11.0","3.7","10.4","2.8","89698","13384","N","N","(X)","(X)","(X)","(X)","(X)","(X)","2238","326","4.9","2.7","3.4","2.4","13.9","4.3","12.6","4.4","20.6","5.6","18.6","5.3","10.2","4.7","8.3","3.7","2.6","2.3","4.8","2.8","45543","6064","62393","7848","(X)","(X)","(X)","(X)","35.2","(X)"
"8600000US32420","ZCTA5 32420","896","135","8.0","5.2","6.0","4.1","23.8","8.4","14.8","5.9","11.7","4.8","15.7","6.2","5.6","3.6","11.9","5.9","0.1","0.3","2.2","2.4","32353","9787","49831","9238","27.2","(X)","(X)","(X)","(X)","(X)","528","103","2.5","3.0","1.5","2.2","21.8","9.4","12.9","7.4","12.1","6.5","26.5","9.4","6.3","5.2","14.4","7.9","0.2","0.4","1.9","2.7","48571","7993","57809","11021","(X)","(X)","22.0","(X)","(X)","(X)","379","104","0.0","10.6","0.0","10.6","10.0","7.1","14.5","9.0","12.4","7.8","31.9","12.2","8.7","7.1","19.5","10.1","0.3","0.6","2.6","3.7","56146","9510","N","N","(X)","(X)","(X)","(X)","(X)","(X)","368","97","19.6","12.4","9.0","7.6","26.6","14.4","17.7","10.1","11.7","8.8","2.4","3.5","2.4","3.8","7.9","10.5","0.0","10.9","2.7","4.1","21604","6299","36761","16495","(X)","(X)","(X)","(X)","34.8","(X)"
"8600000US32421","ZCTA5 32421","1605","186","9.7","4.8","5.2","3.6","11.7","4.3","20.3","6.9","16.7","6.5","10.5","4.1","16.6","6.4","7.2","3.5","0.9","1.3","1.3","1.3","36857","6245","51104","6746","29.7","(X)","(X)","(X)","(X)","(X)","1083","158","1.4","1.6","0.5","0.8","10.7","5.8","17.0","6.7","20.1","8.3","14.6","6.4","22.5","9.1","10.6","5.3","1.3","1.9","1.3","1.6","50398","11934","63819","8898","(X)","(X)","26.4","(X)","(X)","(X)","859","161","0.0","4.8","0.0","4.8","6.2","4.9","16.2","7.4","23.9","10.9","12.8","6.2","28.4","10.6","10.1","5.8","1.6","2.4","0.8","1.3","56023","21375","N","N","(X)","(X)","(X)","(X)","(X)","(X)","522","129","26.8","12.5","15.1","10.3","21.1","10.0","20.9","11.1","8.4","6.2","1.9","2.0","4.4","4.8","0.0","7.8","0.0","7.8","1.3","2.0","16329","2503","23907","5963","(X)","(X)","(X)","(X)","36.4","(X)"
"8600000US32423","ZCTA5 32423","430","100","1.9","3.0","1.4","1.6","11.4","8.6","5.3","4.0","18.4","10.7","24.0","13.3","27.7","13.1","4.9","3.2","1.6","2.8","3.5","4.0","65288","17909","73230","15016","54.7","(X)","(X)","(X)","(X)","(X)","355","106","0.0","11.3","1.1","1.9","7.0","8.3","6.2","4.8","16.3","12.0","28.5","16.0","30.1","14.3","4.5","3.2","2.0","3.3","4.2","4.9","67260","13498","80212","17719","(X)","(X)","54.9","(X)","(X)","(X)","297","106","0.0","13.3","0.0","13.3","8.4","9.8","6.1","5.2","16.8","13.3","31.0","18.0","26.6","15.9","5.4","3.9","2.4","4.0","3.4","5.6","66875","13453","N","N","(X)","(X)","(X)","(X)","(X)","(X)","75","34","10.7","15.4","2.7","4.2","32.0","27.3","1.3","4.8","28.0","22.3","2.7","4.3","16.0","20.5","6.7","9.8","0.0","39.2","0.0","39.2","35893","26576","40185","14013","(X)","(X)","(X)","(X)","53.3","(X)"
"8600000US32424","ZCTA5 32424","2177","250","10.3","4.6","7.5","3.1","18.9","7.1","9.0","4.0","17.2","5.9","14.6","5.7","10.1","5.0","8.0","4.5","3.4","2.8","1.0","1.0","38447","6251","56382","10466","33.5","(X)","(X)","(X)","(X)","(X)","1213","205","3.1","2.9","2.1","2.4","14.8","7.9","8.0","5.3","14.1","6.9","18.6","9.1","18.1","8.6","13.8","7.6","6.2","4.9","1.3","1.6","63958","17463","77395","17126","(X)","(X)","35.8","(X)","(X)","(X)","915","190","1.7","1.8","0.8","1.2","12.3","9.0","4.3","4.7","9.5","6.4","20.2","12.0","23.0","10.5","18.3","9.9","8.2","6.5","1.7","2.2","76875","14672","N","N","(X)","(X)","(X)","(X)","(X)","(X)","964","171","19.4","8.9","14.4","6.2","24.2","11.1","13.0","6.7","21.0","9.5","6.7","5.4","0.0","4.3","0.7","1.3","0.0","4.3","0.6","1.0","22837","4675","29226","6374","(X)","(X)","(X)","(X)","30.6","(X)"
"8600000US32425","ZCTA5 32425","4692","257","8.4","2.5","9.8","3.1","14.8","3.9","13.8","3.6","12.4","2.9","19.5","3.8","11.4","2.5","8.1","2.3","0.5","0.5","1.2","0.9","37296","3589","49577","3756","30.6","(X)","(X)","(X)","(X)","(X)","3266","235","4.9","2.4","4.7","2.5","10.0","3.7","14.9","4.9","13.0","3.6","23.9","4.6","14.7","3.7","11.5","3.3","0.7","0.7","1.7","1.3","51265","3444","60471","4909","(X)","(X)","31.6","(X)","(X)","(X)","2350","199","3.6","2.6","3.7","2.4","7.0","3.5","10.0","3.7","11.6","3.6","27.8","5.7","20.0","5.1","14.4","4.0","0.9","1.0","1.0","1.0","59570","5405","N","N","(X)","(X)","(X)","(X)","(X)","(X)","1426","189","18.0","5.7","22.7","7.8","25.8","7.9","13.0","4.5","11.2","5.6","5.3","3.1","3.7","2.5","0.2","0.5","0.0","2.9","0.0","2.9","16336","1105","22799","2888","(X)","(X)","(X)","(X)","26.4","(X)"
"8600000US32426","ZCTA5 32426","319","67","13.5","8.0","6.9","6.5","13.8","7.3","33.9","14.1","8.5","5.6","10.7","9.2","6.6","4.1","4.1","3.9","1.6","2.1","0.6","1.1","30341","2911","40874","7522","34.5","(X)","(X)","(X)","(X)","(X)","254","61","11.0","7.9","4.7","7.0","9.1","6.7","40.9","15.5","4.7","4.4","13.4","11.9","8.3","5.3","5.1","5.0","2.0","2.7","0.8","1.3","31917","2983","46111","9588","(X)","(X)","35.0","(X)","(X)","(X)","171","50","3.5","5.5","0.0","21.8","4.7","5.9","50.9","21.9","4.1","5.5","19.9","17.7","9.4","7.0","7.6","7.6","0.0","21.8","0.0","21.8","32847","11540","N","N","(X)","(X)","(X)","(X)","(X)","(X)","65","31","23.1","24.3","15.4","16.3","32.3","21.8","16.9","16.8","12.3","12.0","0.0","42.1","0.0","42.1","0.0","42.1","0.0","42.1","0.0","42.1","16442","6018","19066","6314","(X)","(X)","(X)","(X)","30.8","(X)"
